69,14,80,14,80,18,69,18
142,14,158,14,158,20,142,20
161,14,177,14,177,20,161,20
46,302,80,302,80,314,46,314
84,304,150,304,150,314,84,314
154,304,213,304,213,314,154,314
26,316,232,316,232,336,26,336
109,337,150,337,150,346,109,346
84,363,160,363,160,373,84,373
161,364,177,364,177,373,161,373
